sim_time,left_pwm,right_pwm,model_pos_x,model_pos_y,theta
10.196,3,3,1.275,0.011,4.184
10.294,3,3,1.289,0.011,4.406
10.396,3,3,1.303,0.012,4.665
10.495,3,3,1.315,0.012,4.9
10.597,3,3,1.328,0.013,5.144
10.695,3,3,1.341,0.014,5.417
10.795,3,3,1.352,0.015,5.672
10.897,3,3,1.364,0.015,5.945
11.0,3,3,1.376,0.016,6.218
11.102,3,3,1.388,0.017,6.508
11.2,3,3,1.399,0.018,6.797
11.296,3,3,1.409,0.018,7.086
11.394,3,3,1.42,0.019,7.381
11.499,3,3,1.431,0.02,7.705
11.595,3,3,1.441,0.021,8.011
11.696,3,3,1.451,0.022,8.333
11.796,3,3,1.461,0.023,8.68
11.895,3,3,1.47,0.024,8.989
11.996,3,3,1.479,0.024,9.331
12.096,3,3,1.488,0.025,9.664
12.194,3,3,1.497,0.026,10.013
12.298,3,3,1.506,0.027,10.344
12.397,3,3,1.514,0.028,10.685
12.498,3,3,1.522,0.029,11.026
12.6,3,3,1.529,0.03,11.365
12.707,3,3,1.537,0.031,11.745
12.797,3,3,1.544,0.032,12.032
12.905,3,3,1.551,0.033,12.389
12.999,3,3,1.557,0.033,12.672
13.099,3,3,1.563,0.034,12.983
13.2,3,3,1.569,0.035,13.283
13.296,3,3,1.575,0.036,13.573
13.399,3,3,1.581,0.037,13.902
13.508,3,3,1.586,0.038,14.191
13.598,3,3,1.591,0.038,14.485
13.696,3,3,1.594,0.039,14.714
13.8,3,3,1.599,0.04,14.987
13.894,3,3,1.603,0.04,15.239
14.001,3,3,1.607,0.041,15.48
14.094,3,3,1.61,0.042,15.693
14.194,3,3,1.614,0.042,15.906
14.299,3,3,1.617,0.043,16.132
14.403,3,3,1.62,0.043,16.311
14.495,3,3,1.622,0.044,16.467
14.596,3,3,1.624,0.044,16.636
14.695,3,3,1.626,0.044,16.766
14.796,3,3,1.628,0.045,16.897
14.895,3,3,1.63,0.045,17.01
14.997,3,3,1.631,0.045,17.114
15.098,3,3,1.632,0.045,17.192
15.199,3,3,1.633,0.046,17.249
15.295,3,3,1.634,0.046,17.29
15.394,3,3,1.634,0.046,17.315
15.494,3,3,1.634,0.046,17.323
15.536,3,4,1.635,0.046,17.336
15.604,3,4,1.651,0.052,17.535
15.699,3,4,1.683,0.06,18.703
15.795,3,4,1.712,0.068,20.014
15.894,3,4,1.742,0.077,21.444
15.996,3,4,1.774,0.087,23.063
16.097,3,4,1.804,0.097,24.716
16.198,3,4,1.833,0.108,26.409
16.295,3,4,1.861,0.119,28.133
16.395,3,4,1.889,0.131,29.984
16.494,3,4,1.918,0.144,32.02
16.596,3,4,1.945,0.157,34.126
16.695,3,4,1.972,0.171,36.252
16.795,3,4,1.998,0.186,38.389
16.898,3,4,2.024,0.203,40.662
16.998,3,4,2.048,0.22,42.749
17.096,3,4,2.072,0.238,44.651
17.195,3,4,2.093,0.255,46.26
17.298,3,4,2.116,0.275,48.163
17.394,3,4,2.134,0.292,49.696
17.502,3,4,2.157,0.314,51.722
17.596,3,4,2.173,0.331,53.171
17.696,3,4,2.191,0.351,54.876
17.794,3,4,2.208,0.37,56.481
17.9,3,4,2.226,0.392,58.276
17.995,3,4,2.24,0.411,59.75
18.095,3,4,2.255,0.432,61.352
18.195,3,4,2.269,0.452,63.011
18.295,3,4,2.282,0.472,64.695
18.395,3,4,2.294,0.493,66.352
18.511,3,4,2.308,0.517,68.29
18.597,3,4,2.318,0.535,69.682
18.695,3,4,2.328,0.557,71.236
18.797,3,4,2.338,0.578,72.648
18.895,3,4,2.346,0.598,73.95
18.995,3,4,2.354,0.619,75.216
19.099,3,4,2.362,0.641,76.43
19.196,3,4,2.368,0.662,77.504
19.295,3,4,2.374,0.682,78.451
19.396,3,4,2.38,0.703,79.263
19.495,3,4,2.384,0.722,79.888
19.614,3,4,2.39,0.747,80.59
19.696,3,4,2.393,0.762,80.975
19.795,3,4,2.396,0.781,81.366
19.899,3,4,2.4,0.801,81.669
20.002,3,4,2.403,0.821,81.878
20.107,3,4,2.406,0.842,82.007
20.194,3,4,2.409,0.857,82.042
20.297,3,4,2.411,0.878,82.001
20.394,3,4,2.413,0.894,81.899
20.498,3,4,2.416,0.914,81.684
20.603,3,4,2.418,0.931,81.411
20.699,3,4,2.42,0.948,81.059
20.8,3,4,2.422,0.965,80.63
20.897,3,4,2.424,0.982,80.113
20.995,3,4,2.426,0.998,79.569
21.098,3,4,2.428,1.016,78.84
21.194,3,4,2.43,1.03,78.178
21.295,3,4,2.432,1.046,77.388
21.406,3,4,2.434,1.065,76.362
21.497,3,4,2.436,1.078,75.604
21.596,3,4,2.438,1.092,74.79
21.697,3,4,2.441,1.107,73.878
21.798,3,4,2.444,1.124,72.71
21.895,3,4,2.446,1.135,71.955
21.995,3,4,2.449,1.149,70.873
22.096,3,4,2.451,1.162,69.859
22.208,3,4,2.455,1.177,68.616
22.294,3,4,2.457,1.188,67.627
22.395,3,4,2.46,1.2,66.433
22.497,3,4,2.464,1.213,65.183
22.6,3,4,2.467,1.226,63.817
22.698,3,4,2.47,1.236,62.602
22.797,3,4,2.473,1.248,61.276
22.895,3,4,2.476,1.258,59.961
23.007,3,4,2.48,1.27,58.333
23.094,3,4,2.484,1.279,57.08
23.196,3,4,2.487,1.289,55.586
23.297,3,4,2.491,1.299,54.008
23.399,3,4,2.494,1.308,52.476
23.505,3,4,2.498,1.317,50.866
23.595,3,4,2.501,1.325,49.441
23.695,3,4,2.505,1.333,47.866
23.807,3,4,2.509,1.342,46.103
23.897,3,4,2.512,1.348,44.787
23.996,3,4,2.515,1.356,43.244
24.095,3,4,2.518,1.361,42.07
24.198,3,4,2.521,1.368,40.611
24.298,3,4,2.525,1.373,39.494
24.398,3,4,2.528,1.378,38.32
24.497,3,4,2.531,1.383,37.215
24.6,3,4,2.536,1.39,35.63
24.701,3,4,2.538,1.393,34.87
24.799,3,4,2.541,1.397,33.903
24.902,3,4,2.543,1.401,32.924
25.004,3,4,2.546,1.404,31.911
25.094,3,4,2.548,1.407,31.016
25.197,3,4,2.55,1.41,30.054
25.3,3,4,2.552,1.414,29.034
25.394,3,4,2.553,1.416,28.302
25.497,3,4,2.555,1.418,27.384
25.597,3,4,2.556,1.42,26.65
25.694,3,4,2.557,1.422,25.926
25.796,3,4,2.558,1.424,25.192
25.903,3,4,2.559,1.426,24.542
25.995,3,4,2.559,1.427,24.04
26.098,3,4,2.56,1.428,23.556
26.199,3,4,2.561,1.429,23.15
26.294,3,4,2.561,1.43,22.867
26.41,3,4,2.561,1.43,22.603
26.503,3,4,2.561,1.43,22.473
26.597,3,4,2.561,1.431,22.421
26.695,3,4,2.562,1.431,22.408
26.75,3,5,2.562,1.431,22.416
26.8,3,5,2.574,1.437,22.559
26.895,3,5,2.605,1.449,23.949
27.001,3,5,2.643,1.462,26.434
27.095,3,5,2.678,1.475,28.806
27.198,3,5,2.711,1.489,31.307
27.296,3,5,2.746,1.505,34.226
27.397,3,5,2.775,1.521,36.844
27.506,3,5,2.809,1.541,40.037
27.596,3,5,2.835,1.557,42.55
27.696,3,5,2.865,1.579,45.698
27.797,3,5,2.894,1.602,48.974
27.895,3,5,2.918,1.623,51.907
28.001,3,5,2.946,1.65,55.399
28.095,3,5,2.966,1.672,58.103
28.201,3,5,2.991,1.703,61.613
28.295,3,5,3.007,1.725,63.822
28.4,3,5,3.026,1.756,66.524
28.496,3,5,3.04,1.782,68.56
28.597,3,5,3.055,1.811,70.851
28.698,3,5,3.069,1.84,73.067
28.794,3,5,3.081,1.87,75.245
28.899,3,5,3.093,1.901,77.441
28.997,3,5,3.102,1.93,79.442
29.096,3,5,3.11,1.959,81.317
29.198,3,5,3.118,1.989,83.196
29.294,3,5,3.124,2.018,85.0
29.394,3,5,3.129,2.048,86.932
29.495,3,5,3.134,2.08,88.917
29.594,3,5,3.136,2.107,90.518
29.706,3,5,3.139,2.141,92.352
29.799,3,5,3.14,2.167,93.683
29.894,3,5,3.14,2.194,94.895
30.0,3,5,3.139,2.225,96.076
30.103,3,5,3.137,2.253,96.992
30.196,3,5,3.135,2.28,97.807
30.298,3,5,3.132,2.306,98.622
30.399,3,5,3.13,2.335,99.611
30.5,3,5,3.127,2.361,100.606
30.598,3,5,3.124,2.388,101.794
30.694,3,5,3.12,2.411,102.812
30.794,3,5,3.116,2.438,103.954
30.896,3,5,3.112,2.464,105.189
30.996,3,5,3.107,2.489,106.44
31.094,3,5,3.101,2.518,107.973
31.196,3,5,3.096,2.539,109.186
31.305,3,5,3.089,2.567,110.847
31.396,3,5,3.083,2.588,112.196
31.497,3,5,3.076,2.613,113.945
31.595,3,5,3.069,2.634,115.488
31.696,3,5,3.061,2.658,117.259
31.795,3,5,3.053,2.68,118.997
31.895,3,5,3.043,2.704,120.947
31.995,3,5,3.034,2.723,122.622
32.106,3,5,3.023,2.746,124.809
32.197,3,5,3.015,2.764,126.518
32.296,3,5,3.005,2.782,128.336
32.399,3,5,2.994,2.8,130.262
32.502,3,5,2.983,2.818,132.241
32.595,3,5,2.973,2.834,134.035
32.701,3,5,2.96,2.852,136.238
32.796,3,5,2.949,2.866,138.046
32.896,3,5,2.938,2.88,139.921
32.995,3,5,2.926,2.894,141.86
33.103,3,5,2.91,2.911,144.429
33.2,3,5,2.901,2.921,145.965
33.295,3,5,2.888,2.934,147.922
33.396,3,5,2.876,2.945,149.765
33.496,3,5,2.863,2.956,151.682
33.595,3,5,2.85,2.966,153.571
33.694,3,5,2.838,2.976,155.353
33.795,3,5,2.824,2.985,157.268
33.895,3,5,2.811,2.994,159.102
33.995,3,5,2.797,3.002,160.871
34.099,3,5,2.782,3.011,162.705
34.199,3,5,2.769,3.017,164.251
34.296,3,5,2.756,3.023,165.723
34.409,3,5,2.741,3.03,167.322
34.494,3,5,2.729,3.034,168.437
34.6,3,5,2.716,3.039,169.707
34.694,3,5,2.703,3.043,170.742
34.796,3,5,2.689,3.047,171.676
34.896,3,5,2.677,3.05,172.372
34.994,3,5,2.664,3.052,173.004
35.096,3,5,2.651,3.055,173.537
35.212,3,5,2.637,3.057,173.966
35.298,3,5,2.627,3.058,174.17
35.404,3,5,2.614,3.06,174.333
35.495,3,5,2.605,3.061,174.384
35.598,3,5,2.593,3.062,174.371
35.698,3,5,2.581,3.063,174.254
35.795,3,5,2.572,3.063,174.091
35.899,3,5,2.562,3.064,173.832
35.994,3,5,2.552,3.065,173.591
36.096,3,5,2.54,3.065,173.283
36.194,3,5,2.533,3.066,173.075
36.295,3,5,2.523,3.067,172.809
36.395,3,5,2.514,3.067,172.544
36.496,3,5,2.506,3.068,172.276
36.594,3,5,2.497,3.069,172.01
36.695,3,5,2.489,3.069,171.738
36.795,3,5,2.481,3.07,171.459
36.895,3,5,2.473,3.071,171.197
36.995,3,5,2.465,3.072,170.914
37.097,3,5,2.458,3.072,170.657
37.195,3,5,2.451,3.073,170.393
37.296,3,5,2.445,3.074,170.127
37.397,3,5,2.438,3.074,169.863
37.494,3,5,2.432,3.075,169.614
37.598,3,5,2.426,3.076,169.351
37.694,3,5,2.42,3.076,169.112
37.794,3,5,2.415,3.077,168.868
37.896,3,5,2.409,3.078,168.625
37.996,3,5,2.405,3.078,168.403
38.094,3,5,2.4,3.079,168.192
38.195,3,5,2.396,3.079,167.985
38.295,3,5,2.391,3.08,167.781
38.395,3,5,2.388,3.08,167.591
38.494,3,5,2.384,3.081,167.412
38.598,3,5,2.381,3.081,167.242
38.703,3,5,2.377,3.082,167.065
38.794,3,5,2.375,3.082,166.947
38.895,3,5,2.372,3.082,166.81
38.996,3,5,2.37,3.083,166.691
39.095,3,5,2.368,3.083,166.584
39.194,3,5,2.366,3.083,166.492
39.296,3,5,2.364,3.084,166.411
39.394,3,5,2.363,3.084,166.344
39.497,3,5,2.362,3.084,166.291
39.595,3,5,2.361,3.084,166.257
39.695,3,5,2.361,3.084,166.235
39.795,3,5,2.361,3.084,166.225
39.904,3,5,2.361,3.084,166.222
39.949,3,6,2.36,3.085,166.214
40.002,3,6,2.347,3.089,166.215
40.094,3,6,2.322,3.096,166.757
40.194,3,6,2.287,3.108,168.484
40.295,3,6,2.241,3.12,171.061
40.399,3,6,2.196,3.131,173.908
40.498,3,6,2.152,3.14,176.829
40.595,3,6,2.112,3.146,179.608
40.7,3,6,2.067,3.15,-177.325
40.801,3,6,2.027,3.152,-175.021
40.894,3,6,1.989,3.151,-172.996
40.995,3,6,1.948,3.149,-170.899
41.096,3,6,1.908,3.145,-168.964
41.197,3,6,1.865,3.14,-166.885
41.294,3,6,1.829,3.134,-165.069
41.394,3,6,1.791,3.127,-163.031
41.495,3,6,1.751,3.118,-160.855
41.594,3,6,1.714,3.109,-158.425
41.695,3,6,1.675,3.097,-155.576
41.795,3,6,1.64,3.086,-152.926
41.896,3,6,1.603,3.072,-149.978
41.997,3,6,1.568,3.056,-147.041
42.097,3,6,1.535,3.04,-144.245
42.197,3,6,1.504,3.022,-141.623
42.294,3,6,1.474,3.003,-139.025
42.401,3,6,1.443,2.982,-136.179
42.494,3,6,1.417,2.962,-133.658
42.598,3,6,1.39,2.939,-130.892
42.695,3,6,1.365,2.915,-128.479
42.797,3,6,1.339,2.889,-125.952
42.901,3,6,1.316,2.862,-123.445
42.996,3,6,1.295,2.837,-121.153
43.1,3,6,1.273,2.808,-118.58
43.194,3,6,1.254,2.781,-116.212
43.297,3,6,1.236,2.751,-113.728
43.395,3,6,1.219,2.722,-111.357
43.498,3,6,1.203,2.691,-108.99
43.596,3,6,1.189,2.66,-106.698
43.703,3,6,1.177,2.63,-104.552
43.797,3,6,1.167,2.602,-102.626
43.894,3,6,1.158,2.574,-100.734
43.996,3,6,1.149,2.545,-98.835
44.099,3,6,1.142,2.513,-96.928
44.195,3,6,1.136,2.486,-95.332
44.296,3,6,1.131,2.457,-93.686
44.395,3,6,1.127,2.428,-92.163
44.497,3,6,1.123,2.398,-90.693
44.598,3,6,1.121,2.368,-89.277
44.703,3,6,1.119,2.339,-88.06
44.795,3,6,1.119,2.309,-86.859
44.894,3,6,1.119,2.284,-85.929
45.006,3,6,1.12,2.25,-84.887
45.096,3,6,1.121,2.227,-84.34
45.195,3,6,1.123,2.199,-83.694
45.295,3,6,1.125,2.171,-82.989
45.395,3,6,1.127,2.142,-82.177
45.5,3,6,1.13,2.113,-81.323
45.595,3,6,1.132,2.089,-80.576
45.694,3,6,1.135,2.063,-79.71
45.794,3,6,1.138,2.037,-78.777
45.896,3,6,1.142,2.009,-77.646
45.994,3,6,1.146,1.985,-76.621
46.095,3,6,1.15,1.96,-75.46
46.195,3,6,1.155,1.932,-73.922
46.295,3,6,1.159,1.912,-72.725
46.396,3,6,1.163,1.888,-71.184
46.499,3,6,1.169,1.864,-69.522
46.596,3,6,1.175,1.841,-67.77
46.734,3,6,1.183,1.811,-65.276
46.795,3,6,1.187,1.799,-64.287
46.9,3,6,1.194,1.777,-62.249
47.001,3,6,1.202,1.755,-60.128
47.094,3,6,1.209,1.736,-58.163
47.197,3,6,1.218,1.715,-55.913
47.298,3,6,1.228,1.694,-53.464
47.397,3,6,1.237,1.675,-51.251
47.497,3,6,1.247,1.658,-49.081
47.596,3,6,1.258,1.639,-46.641
47.699,3,6,1.269,1.621,-44.259
47.795,3,6,1.28,1.606,-42.044
47.897,3,6,1.292,1.591,-39.813
47.995,3,6,1.304,1.576,-37.667
48.097,3,6,1.317,1.563,-35.878
48.196,3,6,1.33,1.55,-34.13
48.295,3,6,1.343,1.537,-32.384
48.394,3,6,1.357,1.526,-30.682
48.499,3,6,1.371,1.514,-28.926
48.599,3,6,1.385,1.503,-27.239
48.699,3,6,1.399,1.493,-25.591
48.806,3,6,1.413,1.484,-23.959
48.899,3,6,1.427,1.475,-22.405
48.995,3,6,1.438,1.468,-21.134
49.094,3,6,1.452,1.46,-19.718
49.196,3,6,1.466,1.453,-18.314
49.296,3,6,1.479,1.446,-16.994
49.396,3,6,1.492,1.44,-15.724
49.496,3,6,1.506,1.434,-14.496
49.595,3,6,1.519,1.429,-13.384
49.705,3,6,1.534,1.423,-12.152
49.797,3,6,1.544,1.42,-11.347
49.895,3,6,1.556,1.416,-10.463
49.994,3,6,1.568,1.412,-9.618
50.097,3,6,1.582,1.409,-8.79
50.194,3,6,1.593,1.406,-8.224
50.294,3,6,1.605,1.404,-7.675
50.399,3,6,1.617,1.401,-7.236
50.496,3,6,1.628,1.4,-6.928
50.601,3,6,1.638,1.398,-6.752
50.696,3,6,1.648,1.397,-6.694
50.794,3,6,1.66,1.396,-6.769
50.896,3,6,1.669,1.395,-6.936
51.001,3,6,1.68,1.394,-7.222
51.102,3,6,1.689,1.393,-7.494
51.195,3,6,1.697,1.393,-7.746
51.294,3,6,1.707,1.392,-8.038
51.397,3,6,1.716,1.391,-8.336
51.494,3,6,1.724,1.391,-8.615
51.595,3,6,1.732,1.39,-8.913
51.698,3,6,1.741,1.389,-9.226
51.802,3,6,1.749,1.388,-9.528
51.895,3,6,1.756,1.387,-9.805
51.996,3,6,1.763,1.387,-10.105
52.094,3,6,1.771,1.386,-10.403
52.194,3,6,1.777,1.385,-10.676
52.295,3,6,1.784,1.384,-10.966
52.394,3,6,1.79,1.384,-11.26
52.496,3,6,1.796,1.383,-11.533
52.599,3,6,1.802,1.382,-11.833
52.696,3,6,1.807,1.382,-12.05
52.794,3,6,1.812,1.381,-12.287
52.897,3,6,1.818,1.38,-12.542
52.997,3,6,1.822,1.38,-12.785
53.101,3,6,1.827,1.379,-13.035
53.206,3,6,1.831,1.378,-13.249
53.297,3,6,1.835,1.378,-13.451
53.395,3,6,1.839,1.377,-13.632
53.496,3,6,1.842,1.377,-13.829
53.595,3,6,1.845,1.376,-13.996
53.7,3,6,1.848,1.376,-14.178
53.795,3,6,1.851,1.375,-14.31
53.896,3,6,1.853,1.375,-14.446
54.001,3,6,1.855,1.375,-14.572
54.097,3,6,1.857,1.374,-14.671
54.196,3,6,1.859,1.374,-14.77
54.296,3,6,1.86,1.374,-14.84
54.394,3,6,1.861,1.374,-14.9
54.505,3,6,1.862,1.374,-14.952
54.598,3,6,1.862,1.374,-14.977
54.698,3,6,1.863,1.373,-14.99
54.794,3,6,1.863,1.373,-14.993
54.838,4,3,1.863,1.373,-15.003
54.899,4,3,1.878,1.368,-15.179
54.995,4,3,1.909,1.361,-16.172
55.1,4,3,1.943,1.353,-17.392
55.195,4,3,1.975,1.345,-18.603
55.303,4,3,2.007,1.336,-19.866
55.397,4,3,2.036,1.327,-21.094
55.497,4,3,2.067,1.318,-22.454
55.594,4,3,2.095,1.308,-23.81
55.694,4,3,2.125,1.297,-25.286
55.804,4,3,2.157,1.285,-26.948
55.898,4,3,2.184,1.274,-28.535
56.002,4,3,2.213,1.262,-30.546
56.094,4,3,2.238,1.25,-32.398
56.197,4,3,2.265,1.236,-34.484
56.295,4,3,2.29,1.223,-36.495
56.398,4,3,2.318,1.207,-38.789
56.503,4,3,2.342,1.192,-40.921
56.595,4,3,2.364,1.177,-42.924
56.694,4,3,2.386,1.16,-45.089
56.804,4,3,2.41,1.142,-47.438
56.894,4,3,2.428,1.126,-49.363
57.004,4,3,2.449,1.106,-51.474
57.096,4,3,2.468,1.087,-53.153
57.195,4,3,2.484,1.069,-54.729
57.299,4,3,2.502,1.049,-56.437
57.395,4,3,2.517,1.03,-58.006
57.494,4,3,2.533,1.01,-59.615
57.604,4,3,2.549,0.987,-61.349
57.697,4,3,2.562,0.968,-62.829
57.799,4,3,2.575,0.948,-64.318
57.917,4,3,2.59,0.923,-66.099
57.994,4,3,2.598,0.908,-67.196
58.097,4,3,2.612,0.882,-68.994
58.201,4,3,2.621,0.864,-70.207
58.299,4,3,2.63,0.844,-71.462
58.395,4,3,2.639,0.824,-72.655
58.494,4,3,2.647,0.803,-73.8
58.594,4,3,2.655,0.782,-74.92
58.696,4,3,2.662,0.761,-75.881
58.795,4,3,2.669,0.74,-76.846
58.895,4,3,2.675,0.722,-77.644
58.994,4,3,2.68,0.703,-78.376
59.094,4,3,2.685,0.683,-79.018
59.196,4,3,2.69,0.663,-79.582
59.295,4,3,2.694,0.645,-79.976
59.398,4,3,2.697,0.626,-80.268
59.494,4,3,2.701,0.608,-80.441
59.595,4,3,2.704,0.59,-80.537
59.695,4,3,2.707,0.57,-80.549
59.796,4,3,2.71,0.553,-80.48
59.897,4,3,2.712,0.536,-80.334
59.994,4,3,2.715,0.519,-80.115
60.095,4,3,2.717,0.502,-79.826
60.197,4,3,2.72,0.485,-79.488
60.295,4,3,2.722,0.469,-79.092
60.394,4,3,2.724,0.453,-78.624
60.494,4,3,2.726,0.437,-78.069
60.597,4,3,2.729,0.421,-77.418
60.698,4,3,2.731,0.406,-76.728
60.795,4,3,2.733,0.39,-75.915
60.899,4,3,2.736,0.374,-75.069
60.996,4,3,2.738,0.362,-74.335
61.095,4,3,2.74,0.348,-73.412
61.194,4,3,2.742,0.335,-72.538
61.297,4,3,2.745,0.319,-71.415
61.396,4,3,2.748,0.308,-70.532
61.499,4,3,2.75,0.295,-69.439
61.599,4,3,2.753,0.283,-68.425
61.695,4,3,2.756,0.272,-67.406
61.799,4,3,2.759,0.26,-66.254
61.896,4,3,2.761,0.249,-65.138
61.996,4,3,2.765,0.237,-63.886
62.099,4,3,2.768,0.227,-62.72
62.196,4,3,2.77,0.217,-61.564
62.301,4,3,2.774,0.206,-60.172
62.396,4,3,2.777,0.197,-59.031
62.503,4,3,2.78,0.187,-57.623
62.601,4,3,2.783,0.178,-56.344
62.694,4,3,2.786,0.169,-55.03
62.795,4,3,2.79,0.161,-53.654
62.894,4,3,2.793,0.152,-52.178
62.998,4,3,2.796,0.143,-50.745
63.1,4,3,2.8,0.135,-49.268
63.198,4,3,2.803,0.128,-47.829
63.294,4,3,2.806,0.121,-46.444
63.394,4,3,2.81,0.114,-44.883
63.494,4,3,2.812,0.108,-43.53
63.596,4,3,2.816,0.101,-42.039
63.695,4,3,2.819,0.095,-40.632
63.8,4,3,2.822,0.089,-39.061
63.902,4,3,2.824,0.084,-37.709
64.003,4,3,2.827,0.079,-36.313
64.096,4,3,2.83,0.074,-35.018
64.196,4,3,2.832,0.07,-33.782
64.3,4,3,2.834,0.066,-32.436
64.397,4,3,2.836,0.062,-31.309
64.497,4,3,2.839,0.058,-30.081
64.593,4,3,2.84,0.055,-29.072
64.694,4,3,2.842,0.052,-27.971
64.804,4,3,2.844,0.049,-26.913
64.896,4,3,2.845,0.047,-26.013
64.997,4,3,2.846,0.045,-25.171
65.102,4,3,2.847,0.043,-24.329
65.203,4,3,2.848,0.041,-23.661
65.298,4,3,2.848,0.04,-23.094
65.394,4,3,2.849,0.039,-22.66
65.504,4,3,2.849,0.038,-22.25
65.596,4,3,2.85,0.037,-22.021
65.696,4,3,2.85,0.037,-21.872
65.797,4,3,2.85,0.037,-21.812
65.896,4,3,2.85,0.037,-21.806
65.942,4,4,2.851,0.036,-21.824
66.013,4,4,2.875,0.025,-21.923
66.095,4,4,2.899,0.015,-21.989
66.195,4,4,2.934,0.001,-22.117
66.295,4,4,2.972,-0.013,-22.295
66.394,4,4,3.005,-0.026,-22.491
66.499,4,4,3.042,-0.041,-22.776
66.595,4,4,3.072,-0.053,-23.043
66.695,4,4,3.106,-0.067,-23.407
66.802,4,4,3.143,-0.082,-23.854
66.907,4,4,3.176,-0.096,-24.32
66.996,4,4,3.205,-0.108,-24.762
67.096,4,4,3.239,-0.123,-25.404
67.194,4,4,3.271,-0.137,-26.114
67.296,4,4,3.3,-0.15,-26.849
67.405,4,4,3.337,-0.167,-27.855
67.497,4,4,3.364,-0.18,-28.657
67.599,4,4,3.394,-0.195,-29.589
67.695,4,4,3.421,-0.209,-30.522
67.795,4,4,3.45,-0.224,-31.564
67.901,4,4,3.482,-0.241,-32.838
67.994,4,4,3.506,-0.255,-33.712
68.094,4,4,3.534,-0.272,-34.69
68.197,4,4,3.561,-0.289,-35.646
68.294,4,4,3.586,-0.305,-36.594
68.397,4,4,3.612,-0.323,-37.643
68.5,4,4,3.64,-0.342,-38.784
68.597,4,4,3.664,-0.359,-39.798
68.696,4,4,3.686,-0.376,-40.771
68.795,4,4,3.708,-0.393,-41.818
68.899,4,4,3.732,-0.412,-42.957
69.003,4,4,3.757,-0.433,-44.262
69.104,4,4,3.778,-0.45,-45.355
69.195,4,4,3.797,-0.467,-46.396
69.297,4,4,3.817,-0.486,-47.672
69.395,4,4,3.837,-0.505,-48.896
69.495,4,4,3.856,-0.524,-50.135
69.597,4,4,3.875,-0.544,-51.396
69.696,4,4,3.893,-0.564,-52.639
69.795,4,4,3.909,-0.582,-53.752
69.894,4,4,3.926,-0.602,-54.911
69.998,4,4,3.942,-0.622,-56.082
70.095,4,4,3.957,-0.641,-57.097
70.198,4,4,3.972,-0.661,-58.059
70.301,4,4,3.987,-0.683,-59.048
70.398,4,4,3.999,-0.701,-59.776
70.504,4,4,4.012,-0.721,-60.535
70.594,4,4,4.023,-0.739,-61.184
70.698,4,4,4.036,-0.759,-61.901
70.797,4,4,4.047,-0.779,-62.561
70.894,4,4,4.058,-0.797,-63.134
71.0,4,4,4.07,-0.818,-63.759
71.096,4,4,4.079,-0.835,-64.239
71.196,4,4,4.089,-0.854,-64.731
71.297,4,4,4.099,-0.874,-65.208
