trial_num,left_pwm,right_pwm,sim_time_start,model_pos_x_start,model_pos_y_start,theta_start,sim_time_final,model_pos_x_final,model_pos_y_final,theta_final
291,83,85,465140,299.54468,323.3601074,152.5787108,466465,300.91425,323.4787598,152.3337686
292,180,101,466995,299.54468,323.3601074,152.5787108,468244,299.55322,320.2088013,151.0054049
293,83,90,468842,299.54468,323.3601074,152.5787108,470158,391.07428,341.6370239,-114.347642
294,180,90,470790,299.54468,323.3601074,152.5787108,472109,299.43954,320.6620483,151.0630586
295,90,101,472701,299.54468,323.3601074,152.5787108,473987,328.04105,257.8786621,74.9771156
296,90,85,474614,328.14468,257.5456543,74.93493331,475935,328.04105,257.8786621,74.9771156
297,90,90,476500,328.14468,257.5456543,74.93493331,477815,300.04697,320.7938843,150.0206176
298,160,15,478412,328.14468,257.5456543,74.93493331,479701,300.04697,320.7938843,150.0206176
299,0,180,480263,328.14468,257.5456543,74.93493331,481512,300.04697,320.7938843,150.0206176
300,83,85,482071,328.14468,257.5456543,74.93493331,483323,320.7262,332.4249878,-50.50081023
301,180,101,483959,320.097,332.3123169,-50.34376825,485312,301.35858,319.1859131,150.3714864
302,83,90,485897,320.097,332.3123169,-50.34376825,487192,301.35858,319.1859131,150.3714864
303,180,90,487719,320.097,332.3123169,-50.34376825,488970,299.58258,319.1664429,148.7883514
304,90,101,489564,320.097,332.3123169,-50.34376825,490855,299.58258,319.1664429,148.7883514
305,90,85,491412,327.63278,256.0802612,74.42822635,492730,299.58258,319.1664429,148.7883514
306,90,90,493263,327.63278,256.0802612,74.42822635,494545,299.58258,319.1664429,148.7883514
307,160,15,495080,327.63278,256.0802612,74.42822635,496401,299.58258,319.1664429,148.7883514
308,0,180,496929,327.63278,256.0802612,74.42822635,498241,299.58258,319.1664429,148.7883514
309,83,85,498769,300.7357,308.8041382,146.8768371,500094,299.58258,319.1664429,148.7883514
310,180,101,500624,300.7357,308.8041382,146.8768371,501909,299.58258,319.1664429,148.7883514
311,83,90,502435,300.7357,308.8041382,146.8768371,503721,391.749,321.2988892,-119.2191104
312,180,90,504345,300.7357,308.8041382,146.8768371,505607,296.64142,308.4443359,145.8915742
313,90,101,506196,300.7357,308.8041382,146.8768371,507452,296.64142,308.4443359,145.8915742
314,90,85,507979,300.7357,308.8041382,146.8768371,509266,296.64142,308.4443359,145.8915742
315,90,90,509834,300.7357,308.8041382,146.8768371,511143,296.64142,308.4443359,145.8915742
316,160,15,511677,300.7357,308.8041382,146.8768371,513061,296.64142,308.4443359,145.8915742
317,0,180,513588,142.5586,462.5199585,131.0307334,515008,302.21997,304.8120728,139.7893387
318,83,85,515598,302.83383,304.9332275,140.2849583,517022,319.11334,317.5991211,-30.59344803
319,180,101,517612,302.83383,304.9332275,140.2849583,518969,319.11334,317.5991211,-30.59344803
320,83,90,519535,301.3593,302.0769653,143.8654528,520979,406.295,326.8656006,-107.5878623
321,180,90,521576,301.3593,302.0769653,143.8654528,522996,406.295,326.8656006,-107.5878623
322,90,101,523523,302.98062,300.4072876,145.3609749,524981,406.295,326.8656006,-107.5878623
323,90,85,525534,321.83987,225.2360229,60.40509495,526993,406.295,326.8656006,-107.5878623
324,90,90,527551,321.83987,225.2360229,60.40509495,528929,304.63425,297.6956177,143.3600544
325,160,15,529532,304.37576,299.4815063,144.331417,530982,148.05618,455.1217651,129.5797056
326,0,180,531578,147.86003,455.225708,129.3718005,533064,302.97852,289.5973511,140.8844129
327,83,85,533681,302.6834,289.3411865,138.8744405,535108,319.33203,300.8041992,-31.02786348
328,180,101,535699,319.61356,302.1082153,-32.10933952,537121,297.25,288.8581543,139.4235524
329,83,90,537714,297.25,288.8581543,138.4183032,539136,297.25,288.8581543,139.4235524
330,180,90,539690,297.25,288.8581543,138.4183032,541074,298.6086,288.9789429,138.4253958
331,90,101,541676,298.7147,288.6173096,137.3928407,543095,311.70975,212.7020264,55.64151404
332,90,85,543682,298.7147,288.6173096,137.3928407,545075,311.70975,212.7020264,55.64151404
333,90,90,545633,300.1146,287.6887817,135.3317757,547050,300.22067,287.3283081,136.3724069
334,160,15,547648,300.1146,287.6887817,135.8713409,549069,300.22067,287.3283081,136.3724069
335,0,180,549664,300.1146,287.6887817,135.8713409,551081,303.3752,283.3460693,133.8945033
336,83,85,551670,300.1146,287.6887817,135.8713409,553055,303.3752,283.3460693,133.8945033
337,180,101,553627,321.1833,293.6416626,-36.19395567,555102,302.60736,280.6617432,134.9088871
338,83,90,555696,300.9543,280.2926025,135.4782464,557118,302.60736,280.6617432,134.9088871
339,180,90,557646,405.89502,293.890686,-112.8561426,559129,301.1447,277.8361206,135.9409
340,90,101,559727,405.89502,293.890686,-112.8561426,561145,314.27774,203.6998901,57.51084314
341,90,85,561739,405.89502,293.890686,-112.8561426,563158,314.27774,203.6998901,57.51084314
342,90,90,563716,301.10077,278.8880005,139.0017519,565141,314.27774,203.6998901,57.51084314
343,160,15,565696,301.10077,278.8880005,139.0017519,567053,314.27774,203.6998901,57.51084314
344,0,180,567609,146.9354,441.6619873,127.1564718,569059,314.27774,203.6998901,57.51084314
345,83,85,569591,146.9354,441.6619873,127.1564718,570978,315.77362,286.1575317,-33.21936121
346,180,101,571568,146.9354,441.6619873,127.1564718,572923,315.77362,286.1575317,-33.21936121
347,83,90,573455,146.9354,441.6619873,127.1564718,574840,399.04715,290.678833,-108.8045894
348,180,90,575434,146.9354,441.6619873,127.1564718,576786,298.06366,268.7155151,139.603946
349,90,101,577378,296.61285,268.9379883,138.5820418,578800,298.06366,268.7155151,139.603946
350,90,85,579333,296.61285,268.9379883,138.5820418,580707,298.06366,268.7155151,139.603946
351,90,90,581240,297.96594,269.0595093,139.078779,582662,298.06366,268.7155151,139.603946
352,160,15,583220,297.96594,269.0595093,139.078779,584571,298.06366,268.7155151,139.603946
353,0,180,585101,297.96594,269.0595093,139.078779,586488,288.7295,253.7980347,137.7810379
354,83,85,587109,297.96594,269.0595093,139.078779,588465,303.47644,269.2011719,-32.12424196
355,180,101,589065,297.96594,269.0595093,139.078779,590485,303.47644,269.2011719,-32.12424196
356,83,90,591073,281.7356,254.9096069,138.8170363,592491,303.47644,269.2011719,-32.12424196
357,180,90,593019,281.7356,254.9096069,138.8170363,594414,281.97388,253.1875,139.3428397
358,90,101,595036,281.7356,254.9096069,138.8170363,596392,295.63443,177.1092529,56.33587197
359,90,85,597009,281.7356,254.9096069,138.8170363,598374,295.63443,177.1092529,56.33587197
360,90,90,598926,281.7356,254.9096069,138.8170363,600350,285.2878,253.5440674,137.7946783
361,160,15,600937,281.7356,254.9096069,138.8170363,602396,285.2878,253.5440674,137.7946783
362,0,180,602923,126.62284,442.6133423,124.9111565,604480,285.2878,253.5440674,137.7946783
363,83,85,605039,289.47586,246.8568115,134.291612,606624,285.2878,253.5440674,137.7946783
364,180,101,607182,302.99667,260.7056885,-13.34161146,608731,285.2878,253.5440674,137.7946783
365,83,90,609260,288.27658,245.3486938,133.43033,610812,285.2878,253.5440674,137.7946783
366,180,90,611401,288.27658,245.3486938,133.43033,612860,288.4259,243.9638062,133.3254048
367,90,101,613477,288.27658,245.3486938,133.43033,614935,288.4259,243.9638062,133.3254048
368,90,85,615526,288.27658,245.3486938,133.43033,616977,288.4259,243.9638062,133.3254048
369,90,90,617513,291.4182,241.4414063,129.7806232,619065,288.4259,243.9638062,133.3254048
370,160,15,619658,291.4182,241.4414063,130.3576541,621241,288.4259,243.9638062,133.3254048
371,0,180,621767,291.4182,241.4414063,130.3576541,623281,285.56973,229.8972168,126.9789476
372,83,85,623914,291.4182,241.4414063,130.3576541,625399,297.8575,244.8204346,-19.83629137
373,180,101,625987,298.1879,245.107666,-20.40888895,627517,277.12646,234.8780518,127.9880148
374,83,90,628102,278.6254,233.6201172,126.6589186,629652,388.89203,245.8654175,-107.388788
375,180,90,630280,388.31052,246.0880127,-108.0134017,631864,277.35645,233.1869507,127.0569804
376,90,101,632495,388.31052,246.0880127,-108.0134017,633978,277.35645,233.1869507,127.0569804
377,90,85,634506,269.28815,148.9395752,34.72500892,636024,278.9301,230.8607788,124.5350628
378,90,90,636614,279.00668,230.5532837,124.5555674,638142,278.9301,230.8607788,124.5350628
379,160,15,638698,279.00668,230.5532837,124.5555674,640186,278.9301,230.8607788,124.5350628
380,0,180,640745,163.12926,450.1794434,112.4971032,642327,278.9301,230.8607788,124.5350628
381,83,85,642859,283.79422,224.0460815,124.2176044,644406,278.9301,230.8607788,124.5350628
382,180,101,644938,299.26633,237.0974121,-25.06081356,646454,278.9301,230.8607788,124.5350628
383,83,90,646985,299.26633,237.0974121,-25.06081356,648464,278.9301,230.8607788,124.5350628
384,180,90,648995,393.82877,228.6262207,-112.3942749,650510,278.9301,230.8607788,124.5350628
385,90,101,651079,393.82877,228.6262207,-112.3942749,652553,266.7273,138.4394531,30.36654893
386,90,85,653147,266.7136,139.4597168,30.30749794,654709,266.7273,138.4394531,30.36654893
387,90,90,655268,266.7136,139.4597168,30.30749794,656781,266.7273,138.4394531,30.36654893
388,160,15,657344,266.7136,139.4597168,30.30749794,658829,266.7273,138.4394531,30.36654893
389,0,180,659356,266.7136,139.4597168,30.30749794,660840,277.10266,210.9790039,118.4883847
390,83,85,661429,266.7136,139.4597168,30.30749794,662887,277.10266,210.9790039,118.4883847
391,180,101,663450,266.7136,139.4597168,30.30749794,664913,277.10266,210.9790039,118.4883847
392,83,90,665492,270.68292,214.284729,120.7499964,667080,277.10266,210.9790039,118.4883847
393,180,90,667642,381.88443,211.3512573,-114.3361394,669194,277.10266,210.9790039,118.4883847
394,90,101,669780,381.88443,211.3512573,-114.3361394,671264,277.10266,210.9790039,118.4883847
395,90,85,671800,381.88443,211.3512573,-114.3361394,673313,277.10266,210.9790039,118.4883847
396,90,90,673840,381.88443,211.3512573,-114.3361394,675334,277.10266,210.9790039,118.4883847
397,160,15,675892,381.88443,211.3512573,-114.3361394,677402,277.10266,210.9790039,118.4883847
398,0,180,677939,381.88443,211.3512573,-114.3361394,679453,265.26727,198.0391235,116.912048
399,83,85,680048,266.27393,198.9592896,117.1317616,681601,265.26727,198.0391235,116.912048
400,180,101,682159,266.27393,198.9592896,117.1317616,683644,265.26727,198.0391235,116.912048
401,83,90,684170,266.27393,198.9592896,117.1317616,685684,369.9588,196.3049316,-115.4465233
402,180,90,686282,266.27393,198.9592896,117.1317616,687768,369.9588,196.3049316,-115.4465233
403,90,101,688371,258.41296,198.770813,119.1441048,689952,369.9588,196.3049316,-115.4465233
404,90,85,690509,258.41296,198.770813,119.1441048,691988,369.9588,196.3049316,-115.4465233
405,90,90,692520,258.41296,198.770813,119.1441048,694003,260.06705,196.1751709,115.6889665
406,160,15,694602,260.06705,196.1751709,115.6889665,696214,260.06705,196.1751709,115.6889665
407,0,180,696750,165.55632,454.7244263,101.0793337,698430,260.06705,196.1751709,115.6889665
408,83,85,698996,165.55632,454.7244263,101.0793337,700605,260.06705,196.1751709,115.6889665
409,180,101,701136,165.55632,454.7244263,101.0793337,702715,247.93524,188.7961426,111.7097595
410,83,90,703314,165.55632,454.7244263,101.0793337,704901,365.1158,183.418335,-110.563346
411,180,90,705490,364.46573,183.5756836,-111.1579389,707145,365.1158,183.418335,-110.563346
412,90,101,707699,246.45287,185.28479,110.6878558,709353,365.1158,183.418335,-110.563346
413,90,85,709881,246.45287,185.28479,110.6878558,711466,365.1158,183.418335,-110.563346
414,90,90,712023,246.45287,185.28479,110.6878558,713644,365.1158,183.418335,-110.563346
415,160,15,714204,249.2888,184.1834717,109.8323621,715855,365.1158,183.418335,-110.563346
416,0,180,716383,192.19136,453.8442383,95.46548315,718068,365.1158,183.418335,-110.563346
417,83,85,718655,192.19136,453.8442383,95.46548315,720237,365.1158,183.418335,-110.563346
418,180,101,720772,192.19136,453.8442383,95.46548315,722354,245.70784,168.8309326,105.781957
419,83,90,722949,192.19136,453.8442383,95.46548315,724570,360.9951,149.842041,-117.4859319
420,180,90,725154,192.19136,453.8442383,95.46548315,726744,244.21326,170.0495605,103.7530759
421,90,101,727374,244.85669,169.4143066,104.2906342,729026,244.21326,170.0495605,103.7530759
422,90,85,729618,244.85669,169.4143066,104.2906342,731229,244.21326,170.0495605,103.7530759
423,90,90,731756,244.85669,169.4143066,104.2906342,733312,244.21326,170.0495605,103.7530759
424,160,15,733840,247.33635,164.6417236,100.906239,735492,232.28807,440.100647,85.55810594
425,0,180,736113,231.96675,439.7680054,85.66855721,737770,232.28807,440.100647,85.55810594
426,83,85,738326,231.96675,439.7680054,85.66855721,739906,232.28807,440.100647,85.55810594
427,180,101,740469,231.96675,439.7680054,85.66855721,742025,232.28807,440.100647,85.55810594
428,83,90,742617,249.93858,154.0469971,97.43532743,744273,362.99823,118.7805176,-124.0793066
429,180,90,744860,361.35593,117.8668213,-124.5328856,746483,362.99823,118.7805176,-124.0793066
430,90,101,747071,361.35593,117.8668213,-124.5328856,748653,191.3156,82.12402344,-1.903206614
431,90,85,749286,361.35593,117.8668213,-124.5328856,750867,191.3156,82.12402344,-1.903206614
432,90,90,751416,361.35593,117.8668213,-124.5328856,753013,249.06372,154.1134033,94.01385208
433,160,15,753602,361.35593,117.8668213,-124.5328856,755162,249.06372,154.1134033,94.01385208
434,0,180,755724,361.35593,117.8668213,-124.5328856,757302,239.08316,143.5863037,91.56713302
435,83,85,757898,361.35593,117.8668213,-124.5328856,759456,258.48392,146.8116455,-34.28091127
436,180,101,760112,257.508,146.6750488,-34.32162213,761765,258.48392,146.8116455,-34.28091127
437,83,90,762320,239.44704,138.3184814,89.64869878,764038,258.48392,146.8116455,-34.28091127
438,180,90,764591,239.44704,138.3184814,89.64869878,766149,258.48392,146.8116455,-34.28091127
