trial_num,sim_time,left_pwm,right_pwm,model_pos_x,model_pos_y,theta
1,6.098650442477877,180,85,359.4561,262.611328125,84.61230239752238
1,6.131976401179942,180,85,359.1954,262.7264404296875,84.56454392254437
1,6.1653023598820065,180,85,359.72736,263.065673828125,84.50664247368786
1,6.198628318584071,180,85,359.15613,264.05706787109375,84.50710110443818
1,6.231954277286136,180,85,359.10898,262.3514404296875,84.61039962297808
1,6.265280235988201,180,85,357.94022,262.76690673828125,84.53477501843595
1,6.298606194690265,180,85,359.10898,262.3514404296875,84.61039962297808
1,6.33193215339233,180,85,359.10898,262.3514404296875,84.61039962297808
1,6.365258112094396,180,85,359.10898,262.3514404296875,84.61039962297808
1,6.398584070796461,180,85,359.27356,263.56396484375,84.54682752371309
1,6.431910029498526,180,85,359.46695,263.180908203125,84.50980636564654
1,6.4652359882005905,180,85,359.15613,264.05706787109375,84.50710110443818
1,6.498561946902655,180,85,359.46695,263.180908203125,84.50980636564654
1,6.53188790560472,180,85,359.46695,263.180908203125,84.50980636564654
1,6.565213864306784,180,85,359.41974,261.47357177734375,85.51843860321318
1,6.598539823008849,180,85,359.41974,261.47357177734375,85.51843860321318
2,6.631865781710915,90,90,360.25232,263.49810791015625,85.50276910638874
2,6.66519174041298,90,90,357.83868,263.4447021484375,84.53373175060146
2,6.698517699115045,90,90,357.83868,263.4447021484375,85.46345359764787
2,6.73184365781711,90,90,359.99213,263.6138916015625,88.443500428516
2,6.765169616519175,90,90,359.8598,268.2872314453125,88.44378823554793
2,6.7984955752212395,90,90,360.2243,272.158447265625,88.44347857968663
2,6.8318215339233035,90,90,360.2932,276.43707275390625,87.35545178098906
2,6.865147492625369,90,90,363.1968,284.4373779296875,87.30104275908772
2,6.898473451327434,90,90,362.78265,291.5428466796875,86.33140074463775
2,6.931799410029499,90,90,363.06628,301.7723388671875,84.14827883749045
2,6.965125368731564,90,90,362.84454,311.53094482421875,82.11955060380754
2,6.998451327433629,90,90,366.25922,325.14666748046875,79.06445044370591
2,7.031777286135694,90,90,370.06284,336.540771484375,77.1537117591856
2,7.065103244837759,90,90,370.97174,351.78765869140625,73.43307867778873
2,7.098429203539823,90,90,373.632,360.85040283203125,72.02573971728062
2,7.131755162241888,90,90,375.4729,367.25921630859375,71.7935889528283
3,7.165081120943953,83,101,380.56592,375.05328369140625,72.91105066100181
3,7.198407079646018,83,101,380.3974,380.89031982421875,70.23974727339645
3,7.231733038348083,83,101,383.0247,385.05609130859375,71.75216349083063
3,7.265058997050148,83,101,382.7248,387.77923583984375,69.76265701134203
3,7.298384955752213,83,101,383.12918,388.45574951171875,70.20968114325133
3,7.331710914454278,83,101,383.12918,388.45574951171875,70.20968114325133
3,7.365036873156342,83,101,382.3216,388.65545654296875,69.31317623437813
3,7.398362831858408,83,101,384.4408,388.7437744140625,71.05522534639898
3,7.4316887905604725,83,101,384.4408,388.7437744140625,71.05522534639898
3,7.465014749262537,83,101,382.3216,388.65545654296875,69.93964689097209
3,7.498340707964602,83,101,382.72586,389.3299560546875,69.91093880367006
3,7.531666666666667,83,101,382.98734,389.147705078125,68.77684231868729
3,7.564992625368732,83,101,383.4545,388.01776123046875,69.95478960690399
3,7.598318584070797,83,101,385.84225,388.53143310546875,70.6080774450326
3,7.631644542772861,83,101,382.40448,388.07635498046875,69.23270983106868
3,7.664970501474927,83,101,384.25784,388.3458251953125,70.98674387702907
4,7.698296460176992,90,90,384.65887,389.01861572265625,70.73182022892502
4,7.7316224188790565,90,90,382.5461,388.9298095703125,68.97803793229107
4,7.764948377581121,90,90,383.11456,387.10406494140625,69.56194893191223
4,7.798274336283186,90,90,380.76193,380.22344970703125,70.45029058696356
4,7.831600294985251,90,90,380.52628,373.4312744140625,72.47545935286306
4,7.864926253687316,90,90,377.85776,367.28570556640625,73.56190573767854
4,7.898252212389381,90,90,375.5006,360.3955078125,74.28672731753896
4,7.931578171091446,90,90,372.64767,352.99945068359375,75.36574358029564
4,7.964904129793511,90,90,372.3491,344.5091552734375,76.2973327774534
4,7.998230088495576,90,90,369.9262,335.90484619140625,77.37427770982202
4,8.03155604719764,90,90,367.62018,330.690673828125,78.30258923004725
4,8.064882005899705,90,90,367.3214,322.19183349609375,80.19124864754308
4,8.09820796460177,90,90,367.7525,313.72900390625,81.22087082989147
4,8.131533923303834,90,90,366.82364,307.1871337890625,81.1841179800847
4,8.164859882005901,90,90,365.96768,298.2401123046875,82.3621076416272
4,8.198185840707966,90,90,365.97614,290.31109619140625,83.24595503256069
5,8.231511799410029,180,85,365.68198,281.80584716796875,85.14151425005377
5,8.264837758112096,180,85,365.44662,275.0018310546875,87.05583343601828
5,8.29816371681416,180,85,365.42776,266.958740234375,88.01867907238586
5,8.331489675516224,180,85,364.99176,261.9722900390625,88.99903214104978
5,8.36481563421829,180,85,365.3645,255.30926513671875,89.95484434320022
5,8.398141592920354,180,85,364.59802,249.44561767578125,91.00543902205906
5,8.43146755162242,180,85,364.48468,246.0504150390625,91.98304007979796
5,8.464793510324483,180,85,366.29593,244.6298828125,94.01509694064806
5,8.49811946902655,180,85,365.48355,244.231201171875,94.0157031901736
5,8.531445427728613,180,85,366.8797,244.35015869140625,94.00429579170078
5,8.564771386430678,180,85,366.93604,246.04486083984375,94.00398952482759
5,8.598097345132745,180,85,363.47217,247.45355224609375,90.96744974431672
5,8.631423303834808,180,85,365.04333,252.65911865234375,89.98010380199787
5,8.664749262536874,180,85,365.2124,257.74664306640625,88.09656038410535
5,8.698075221238938,180,85,365.2124,257.74664306640625,89.04935810131799
