sim_time,left_pwm,right_pwm,model_pos_x,model_pos_y,theta
14.94,0.1,1.2,0.144,-0.002,11.371
15.043,0.1,1.2,0.151,-0.002,12.452
15.141,0.1,1.2,0.156,-0.002,13.115
15.242,0.1,1.2,0.162,-0.002,13.468
15.342,0.1,1.2,0.166,-0.001,13.709
15.442,0.1,1.2,0.17,0.0,13.925
15.54,0.1,1.2,0.173,0.0,14.11
15.642,0.1,1.2,0.177,0.0,14.276
15.742,0.1,1.2,0.179,0.0,14.412
15.844,0.1,1.2,0.181,0.0,14.521
15.941,0.1,1.2,0.182,0.001,14.593
16.05,0.1,1.2,0.183,0.001,14.642
16.143,0.1,1.2,0.184,0.001,14.656
16.247,0.1,1.2,0.184,0.001,14.656
16.271,0.1,1.3,0.184,0.001,14.673
16.341,0.1,1.3,0.188,0.001,15.3
16.443,0.1,1.3,0.194,0.001,16.455
16.543,0.1,1.3,0.201,0.002,17.3
16.642,0.1,1.3,0.206,0.003,17.756
16.745,0.1,1.3,0.211,0.004,18.107
16.84,0.1,1.3,0.215,0.004,18.417
16.94,0.1,1.3,0.219,0.005,18.708
17.041,0.1,1.3,0.222,0.006,18.966
17.147,0.1,1.3,0.225,0.006,19.199
17.242,0.1,1.3,0.228,0.007,19.372
17.343,0.1,1.3,0.229,0.007,19.504
17.44,0.1,1.3,0.231,0.008,19.593
17.542,0.1,1.3,0.231,0.008,19.648
17.65,0.1,1.3,0.232,0.008,19.663
17.687,0.1,1.4000000000000001,0.232,0.008,19.732
17.742,0.1,1.4000000000000001,0.235,0.009,20.283
17.842,0.1,1.4000000000000001,0.242,0.009,21.515
17.951,0.1,1.4000000000000001,0.249,0.01,22.484
18.044,0.1,1.4000000000000001,0.255,0.012,23.021
18.14,0.1,1.4000000000000001,0.26,0.013,23.511
18.24,0.1,1.4000000000000001,0.265,0.014,23.98
18.34,0.1,1.4000000000000001,0.269,0.015,24.401
18.442,0.1,1.4000000000000001,0.273,0.016,24.798
18.541,0.1,1.4000000000000001,0.276,0.017,25.138
18.642,0.1,1.4000000000000001,0.279,0.018,25.436
18.742,0.1,1.4000000000000001,0.281,0.018,25.681
18.84,0.1,1.4000000000000001,0.283,0.019,25.881
18.942,0.1,1.4000000000000001,0.284,0.019,25.991
19.045,0.1,1.4000000000000001,0.285,0.02,26.045
19.142,0.1,1.4000000000000001,0.285,0.02,26.069
19.241,0.1,1.4000000000000001,0.285,0.02,26.073
19.292,0.1,1.5000000000000002,0.285,0.02,26.123
19.341,0.1,1.5000000000000002,0.288,0.021,26.642
19.441,0.1,1.5000000000000002,0.295,0.022,28.064
19.54,0.1,1.5000000000000002,0.302,0.023,29.202
19.645,0.1,1.5000000000000002,0.309,0.025,30.131
19.74,0.1,1.5000000000000002,0.315,0.027,30.922
19.845,0.1,1.5000000000000002,0.321,0.029,31.751
19.94,0.1,1.5000000000000002,0.326,0.031,32.459
20.042,0.1,1.5000000000000002,0.33,0.032,33.15
20.142,0.1,1.5000000000000002,0.335,0.034,33.782
20.25,0.1,1.5000000000000002,0.338,0.035,34.384
20.341,0.1,1.5000000000000002,0.341,0.036,34.837
20.44,0.1,1.5000000000000002,0.344,0.037,35.255
20.54,0.1,1.5000000000000002,0.346,0.038,35.609
20.65,0.1,1.5000000000000002,0.348,0.038,35.912
20.75,0.1,1.5000000000000002,0.349,0.039,36.1
20.851,0.1,1.5000000000000002,0.35,0.039,36.195
20.949,0.1,1.5000000000000002,0.35,0.039,36.232
20.978,0.1,1.6000000000000003,0.35,0.039,36.258
21.055,0.1,1.6000000000000003,0.354,0.041,37.181
21.145,0.1,1.6000000000000003,0.361,0.043,38.584
21.242,0.1,1.6000000000000003,0.368,0.046,39.917
21.342,0.1,1.6000000000000003,0.375,0.049,41.244
21.445,0.1,1.6000000000000003,0.381,0.052,42.556
21.541,0.1,1.6000000000000003,0.387,0.054,43.688
21.643,0.1,1.6000000000000003,0.392,0.056,44.848
21.757,0.1,1.6000000000000003,0.397,0.058,46.066
21.841,0.1,1.6000000000000003,0.401,0.06,46.891
21.943,0.1,1.6000000000000003,0.404,0.062,47.825
22.047,0.1,1.6000000000000003,0.408,0.063,48.659
22.158,0.1,1.6000000000000003,0.411,0.065,49.435
22.243,0.1,1.6000000000000003,0.412,0.066,49.934
22.348,0.1,1.6000000000000003,0.414,0.066,50.427
22.449,0.1,1.6000000000000003,0.416,0.067,50.785
22.543,0.1,1.6000000000000003,0.416,0.068,51.011
22.646,0.1,1.6000000000000003,0.417,0.068,51.124
22.742,0.1,1.6000000000000003,0.417,0.068,51.136
22.769,0.1,1.7000000000000004,0.417,0.068,51.149
22.84,0.1,1.7000000000000004,0.421,0.07,52.012
22.943,0.1,1.7000000000000004,0.428,0.074,54.062
23.041,0.1,1.7000000000000004,0.435,0.078,55.933
23.14,0.1,1.7000000000000004,0.441,0.081,57.789
23.251,0.1,1.7000000000000004,0.447,0.085,59.797
23.342,0.1,1.7000000000000004,0.452,0.087,61.528
23.441,0.1,1.7000000000000004,0.456,0.09,63.016
23.543,0.1,1.7000000000000004,0.46,0.092,64.63
23.642,0.1,1.7000000000000004,0.464,0.094,66.079
23.744,0.1,1.7000000000000004,0.467,0.095,67.416
23.845,0.1,1.7000000000000004,0.47,0.096,68.564
23.945,0.1,1.7000000000000004,0.472,0.097,69.539
24.043,0.1,1.7000000000000004,0.473,0.098,70.328
24.141,0.1,1.7000000000000004,0.475,0.099,70.942
24.244,0.1,1.7000000000000004,0.476,0.099,71.381
24.342,0.1,1.7000000000000004,0.476,0.1,71.614
24.442,0.1,1.7000000000000004,0.476,0.1,71.676
24.482,0.1,1.8000000000000005,0.476,0.1,71.698
24.541,0.1,1.8000000000000005,0.478,0.102,72.311
24.642,0.1,1.8000000000000005,0.484,0.109,74.316
24.744,0.1,1.8000000000000005,0.489,0.116,76.112
24.845,0.1,1.8000000000000005,0.494,0.122,77.794
24.943,0.1,1.8000000000000005,0.497,0.129,79.263
25.044,0.1,1.8000000000000005,0.501,0.134,80.483
25.147,0.1,1.8000000000000005,0.503,0.14,81.472
25.245,0.1,1.8000000000000005,0.505,0.145,82.141
25.342,0.1,1.8000000000000005,0.506,0.149,82.573
25.449,0.1,1.8000000000000005,0.507,0.153,82.765
25.557,0.1,1.8000000000000005,0.507,0.156,82.715
25.653,0.1,1.8000000000000005,0.507,0.159,82.644
25.74,0.1,1.8000000000000005,0.508,0.16,82.587
25.849,0.1,1.8000000000000005,0.508,0.162,82.534
25.942,0.1,1.8000000000000005,0.508,0.163,82.501
26.042,0.1,1.8000000000000005,0.508,0.164,82.48
26.145,0.1,1.8000000000000005,0.508,0.164,82.471
26.256,0.1,1.8000000000000005,0.508,0.164,82.469
26.289,0.1,1.9000000000000006,0.508,0.164,82.483
26.343,0.1,1.9000000000000006,0.509,0.167,82.845
26.444,0.1,1.9000000000000006,0.513,0.176,84.697
26.549,0.1,1.9000000000000006,0.517,0.185,86.543
26.641,0.1,1.9000000000000006,0.52,0.192,87.859
26.756,0.1,1.9000000000000006,0.522,0.201,89.141
26.842,0.1,1.9000000000000006,0.523,0.207,89.817
26.945,0.1,1.9000000000000006,0.524,0.213,90.303
27.046,0.1,1.9000000000000006,0.524,0.219,90.427
27.14,0.1,1.9000000000000006,0.524,0.224,90.436
27.256,0.1,1.9000000000000006,0.524,0.229,90.447
27.341,0.1,1.9000000000000006,0.524,0.233,90.452
27.442,0.1,1.9000000000000006,0.524,0.237,90.459
27.544,0.1,1.9000000000000006,0.524,0.24,90.465
27.649,0.1,1.9000000000000006,0.524,0.243,90.47
27.741,0.1,1.9000000000000006,0.524,0.245,90.474
27.857,0.1,1.9000000000000006,0.524,0.247,90.478
27.941,0.1,1.9000000000000006,0.524,0.248,90.48
28.04,0.1,1.9000000000000006,0.524,0.249,90.482
28.145,0.1,1.9000000000000006,0.524,0.249,90.482
28.182,0.1,2.0000000000000004,0.524,0.249,90.501
28.248,0.1,2.0000000000000004,0.524,0.251,90.792
28.347,0.1,2.0000000000000004,0.527,0.258,92.182
28.444,0.1,2.0000000000000004,0.529,0.267,93.876
28.542,0.1,2.0000000000000004,0.531,0.275,95.211
28.647,0.1,2.0000000000000004,0.531,0.283,96.201
28.741,0.1,2.0000000000000004,0.531,0.29,96.714
28.841,0.1,2.0000000000000004,0.531,0.297,96.949
28.948,0.1,2.0000000000000004,0.53,0.304,97.142
29.043,0.1,2.0000000000000004,0.53,0.31,97.304
29.142,0.1,2.0000000000000004,0.53,0.315,97.466
29.248,0.1,2.0000000000000004,0.529,0.32,97.627
29.344,0.1,2.0000000000000004,0.529,0.324,97.759
29.445,0.1,2.0000000000000004,0.528,0.328,97.887
29.556,0.1,2.0000000000000004,0.528,0.332,98.012
29.645,0.1,2.0000000000000004,0.528,0.335,98.098
29.758,0.1,2.0000000000000004,0.528,0.338,98.19
29.844,0.1,2.0000000000000004,0.528,0.339,98.249
29.954,0.1,2.0000000000000004,0.527,0.341,98.306
30.042,0.1,2.0000000000000004,0.527,0.342,98.337
30.148,0.1,2.0000000000000004,0.527,0.342,98.36
30.24,0.1,2.0000000000000004,0.527,0.343,98.366
30.273,0.1,2.1000000000000005,0.527,0.343,98.396
30.349,0.1,2.1000000000000005,0.527,0.346,98.955
30.442,0.1,2.1000000000000005,0.529,0.353,100.617
30.543,0.1,2.1000000000000005,0.53,0.362,102.675
30.647,0.1,2.1000000000000005,0.531,0.371,104.463
30.753,0.1,2.1000000000000005,0.531,0.38,105.949
30.841,0.1,2.1000000000000005,0.531,0.387,106.885
30.944,0.1,2.1000000000000005,0.53,0.395,107.675
31.042,0.1,2.1000000000000005,0.528,0.402,108.223
31.151,0.1,2.1000000000000005,0.527,0.41,108.79
31.243,0.1,2.1000000000000005,0.526,0.416,109.259
31.356,0.1,2.1000000000000005,0.524,0.422,109.799
31.448,0.1,2.1000000000000005,0.523,0.427,110.208
31.54,0.1,2.1000000000000005,0.522,0.432,110.598
31.643,0.1,2.1000000000000005,0.521,0.436,111.001
31.742,0.1,2.1000000000000005,0.52,0.44,111.357
31.846,0.1,2.1000000000000005,0.519,0.444,111.685
31.954,0.1,2.1000000000000005,0.519,0.447,111.987
32.04,0.1,2.1000000000000005,0.518,0.449,112.196
32.146,0.1,2.1000000000000005,0.518,0.452,112.404
32.244,0.1,2.1000000000000005,0.517,0.453,112.563
32.345,0.1,2.1000000000000005,0.517,0.454,112.672
32.447,0.1,2.1000000000000005,0.517,0.455,112.744
32.54,0.1,2.1000000000000005,0.517,0.456,112.769
32.644,0.1,2.1000000000000005,0.517,0.456,112.773
32.679,0.1,2.2000000000000006,0.516,0.456,112.798
32.741,0.1,2.2000000000000006,0.516,0.458,113.238
32.854,0.1,2.2000000000000006,0.515,0.468,115.41
32.94,0.1,2.2000000000000006,0.515,0.476,117.188
33.041,0.1,2.2000000000000006,0.513,0.486,118.892
33.14,0.1,2.2000000000000006,0.51,0.495,120.201
33.24,0.1,2.2000000000000006,0.507,0.504,121.388
33.341,0.1,2.2000000000000006,0.505,0.512,122.571
33.445,0.1,2.2000000000000006,0.502,0.52,123.772
33.54,0.1,2.2000000000000006,0.5,0.526,124.839
33.646,0.1,2.2000000000000006,0.497,0.533,125.99
33.755,0.1,2.2000000000000006,0.495,0.54,127.127
33.852,0.1,2.2000000000000006,0.492,0.546,128.092
33.941,0.1,2.2000000000000006,0.49,0.55,128.924
34.042,0.1,2.2000000000000006,0.488,0.555,129.79
34.146,0.1,2.2000000000000006,0.487,0.56,130.61
34.24,0.1,2.2000000000000006,0.485,0.563,131.288
34.34,0.1,2.2000000000000006,0.484,0.566,131.918
34.476,0.1,2.2000000000000006,0.482,0.57,132.634
34.54,0.1,2.2000000000000006,0.482,0.571,132.899
34.641,0.1,2.2000000000000006,0.481,0.573,133.238
34.744,0.1,2.2000000000000006,0.48,0.574,133.466
34.849,0.1,2.2000000000000006,0.48,0.574,133.576
34.948,0.1,2.2000000000000006,0.48,0.574,133.594
34.976,0.1,2.3000000000000007,0.48,0.575,133.612
35.045,0.1,2.3000000000000007,0.478,0.578,134.342
35.141,0.1,2.3000000000000007,0.474,0.587,136.653
35.245,0.1,2.3000000000000007,0.469,0.598,139.301
35.351,0.1,2.3000000000000007,0.464,0.608,141.918
35.441,0.1,2.3000000000000007,0.46,0.616,144.075
35.545,0.1,2.3000000000000007,0.455,0.624,146.551
35.64,0.1,2.3000000000000007,0.451,0.631,148.677
35.741,0.1,2.3000000000000007,0.447,0.638,150.874
35.845,0.1,2.3000000000000007,0.443,0.644,152.989
35.94,0.1,2.3000000000000007,0.44,0.649,154.793
36.041,0.1,2.3000000000000007,0.436,0.654,156.552
36.141,0.1,2.3000000000000007,0.433,0.659,158.112
36.243,0.1,2.3000000000000007,0.431,0.662,159.528
36.345,0.1,2.3000000000000007,0.428,0.665,160.754
36.445,0.1,2.3000000000000007,0.426,0.668,161.739
36.542,0.1,2.3000000000000007,0.425,0.669,162.493
36.643,0.1,2.3000000000000007,0.424,0.671,163.058
36.742,0.1,2.3000000000000007,0.423,0.672,163.401
36.847,0.1,2.3000000000000007,0.423,0.672,163.517
36.948,0.1,2.3000000000000007,0.423,0.672,163.519
36.984,0.1,2.400000000000001,0.423,0.672,163.53
37.041,0.1,2.400000000000001,0.421,0.673,163.868
37.151,0.1,2.400000000000001,0.413,0.679,166.075
37.258,0.1,2.400000000000001,0.404,0.686,168.643
37.34,0.1,2.400000000000001,0.397,0.69,170.369
37.448,0.1,2.400000000000001,0.388,0.695,172.4
37.543,0.1,2.400000000000001,0.381,0.699,174.022
37.645,0.1,2.400000000000001,0.373,0.702,175.531
37.74,0.1,2.400000000000001,0.366,0.704,176.597
37.844,0.1,2.400000000000001,0.359,0.706,177.467
37.946,0.1,2.400000000000001,0.352,0.708,178.105
38.045,0.1,2.400000000000001,0.346,0.709,178.518
38.14,0.1,2.400000000000001,0.34,0.709,178.728
38.247,0.1,2.400000000000001,0.335,0.709,178.753
38.34,0.1,2.400000000000001,0.33,0.709,178.731
38.441,0.1,2.400000000000001,0.326,0.709,178.709
38.558,0.1,2.400000000000001,0.322,0.709,178.686
38.648,0.1,2.400000000000001,0.319,0.71,178.671
38.74,0.1,2.400000000000001,0.316,0.71,178.657
38.863,0.1,2.400000000000001,0.313,0.71,178.642
38.942,0.1,2.400000000000001,0.312,0.71,178.635
39.045,0.1,2.400000000000001,0.311,0.71,178.628
39.144,0.1,2.400000000000001,0.31,0.71,178.624
39.243,0.1,2.400000000000001,0.31,0.71,178.622
39.274,0.1,2.500000000000001,0.309,0.71,178.636
39.344,0.1,2.500000000000001,0.306,0.711,179.329
